content;question;answer
"Timnas Voli Putri Indonesia U-21 kalah dramatis 2-3 dalam laga yang berlangsung sengit pada Kejuaraan Dunia Voli U-21 2025 di Jawa Pos Arena, Surabaya, Sabtu (9/8) malam WIB.
Timnas Voli Putri U-21 tampil bagus di set pertama. Junaida Santi dan kawan-kawan menampilkan permainan menyerang yang sulit dibendung Puerto Riko.
Indonesia bisa unggul 9-5 atas Puerto Riko di set pertama. Permainan Puerto Riko yang belum membaik bisa dimanfaatkan dengan baik hingga bisa unggul 19-10.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Timnas Voli Putri U-21 bisa menutup set pertama dengan kemenangan dalam kedudukan 25-17.
Puerto Riko bisa bangkit di set kedua. Indonesia sempat tertinggal 12-16 dari tim lawan tetapi bisa memperkecil skor menjadi 20-21.
Skor kemudian sama kuat dalam kedudukan 24-24 hingga 26-26. Setelah itu, Puerto Riko bisa mengamankan dua poin untuk menang 28-26 di set kedua.
Set ketiga sepenuhnya menjadi milik Indonesia. Santi masih menjadi mesin pendulang poin Indonesia dibantu oleh Shelomita.
Timnas Voli Putri Indonesia U-21 menutup set ketiga dengan skor meyakinkan 25-15 atas Puerto Riko. Indonesia unggul 2-1.
Pertarungan antara kedua tim berjalan alot di set keempat. Saling kejar poin terjadi di antara Indonesia dan Puerto Riko.
Skor sempat imbang 13-13 dan 19-19. Saat memasuki poin-poin kritis, Puerto Riko bisa memanfaatkan kesempatan untuk menang 25-23 sekaligus memaksakan pertandingan berlanjut ke set kelima.
Timnas Voli Putri Indonesia U-21 bisa unggul 4-3 atas Puerto Riko di awal set kelima. Namun, Puerto Riko bisa membalikkan keadaan menjadi 6-7.
Indonesia bisa bangkit berkat kontribusi dari Chelsa Berliana Nurtomo sehingga bisa unggul 11-10 atas Puerto Riko.
Saling kejar poin terjadi mendekati akhir set kelima. Akan tetapi, Timnas Voli Putri Indonesia U-21 pada akhirnya harus menelan kekalahan dramatis dengan skor 15-17 dari PuertoRikodi set kelima.";Bagaimana skor akhir pertandingan dramatis antara Timnas Voli Putri Indonesia U-21 dan Puerto Riko?;Indonesia kalah dramatis dengan skor 2-3 dari Puerto Riko.
"Malut United menang 3-1 atas Dewa United pada pekan pertama Super League 2025/2026 di Banten International Stadium, Sabtu (9/8) malam WIB.
Hasil ini menjadi sebuah kejutan. Hal ini lantaran Dewa United yang bertabur bintang dan bertindak sebagai tuan rumah takluk dari Malut United.
Malut United berhasil unggul lebih dulu di pertandingan ini. Kerja sama antara Yakob Sayuri dan Ciro Alves berujung gol ke gawang Dewa United pada menit ke-32.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Umpan Yakob di kotak penalti tanpa ampun ditembak Ciro Alves ke gawang tanpa mampu dibendung Sonny Stevens.
Malut United bisa memperbesar keunggulan menjadi 2-0 pada awal babak kedua. Eror yang dilakukan pemain belakang Dewa United bisa dimanfaatkan dengan baik oleh Malut United.
Bola liar yang bergulir di kotak penalti Dewa United disontek Yakob ke gawang kosong untuk membuat skor menjadi 2-0.
Dewa United mendapatkan dua peluang beruntun untuk mencetak gol pada menit ke-52. Namun, peluang yang didapat Stefano Lilipaly dan Taisei Marukawa belum berhasil membobol gawang Malut United.
Malut United mendapatkan hadiah penalti pada menit ke-66. Penalti diberikan setelah Yakob Sayuri dilanggar Wahyu Prasetyo di kotak penalti.
David da Silva maju sebagai eksekutor dan berhasil membobol gawang Sonny Stevens. Malut United unggul 3-0 atas Dewa United.
Dewa United bisa mencetak gol yang memperkecil ketertinggalan menjadi 1-3 pada menit ke-83. Sodoran umpan Marukawa di kotak penalti disambut tendangan terarah Alexis Messidoro yang menggetarkan gawang Malut United.
Malut United berhasil mempertahankan keunggulan 3-1 di sisa waktu pertandingan. Hasil ini jelas mengecewakan buat Dewa United karena membuka musim dengan kekalahan di kandang sendiri.
Dewa United; Sonny Stevens; Wahyu Prasetyo, Nick Kuipers, Cassio Scheid, Edo Febriansah; Egy Maulana, Ricky Kambuaya, Alexis Messidoro, Taisei Marukawa; Alex Martins, Rafael Struick
Malut United: Alan Bernardon; Igor Inocencio, Gustavo Franca, Safrudin Tahar, Yance Sayuri; Vinicius Duarte, Tri Setiawan, Wbeymar Angulo; Yakob Sayuri, Ciro Alves, Tyronne del Pino
";Di stadion mana pertandingan antara Malut United dan Dewa United berlangsung?;Pertandingan berlangsung di Banten International Stadium.
"Malut United menang 3-1 atas Dewa United pada pekan pertama Super League 2025/2026 di Banten International Stadium, Sabtu (9/8) malam WIB.
Hasil ini menjadi sebuah kejutan. Hal ini lantaran Dewa United yang bertabur bintang dan bertindak sebagai tuan rumah takluk dari Malut United.
Malut United berhasil unggul lebih dulu di pertandingan ini. Kerja sama antara Yakob Sayuri dan Ciro Alves berujung gol ke gawang Dewa United pada menit ke-32.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Umpan Yakob di kotak penalti tanpa ampun ditembak Ciro Alves ke gawang tanpa mampu dibendung Sonny Stevens.
Malut United bisa memperbesar keunggulan menjadi 2-0 pada awal babak kedua. Eror yang dilakukan pemain belakang Dewa United bisa dimanfaatkan dengan baik oleh Malut United.
Bola liar yang bergulir di kotak penalti Dewa United disontek Yakob ke gawang kosong untuk membuat skor menjadi 2-0.
Dewa United mendapatkan dua peluang beruntun untuk mencetak gol pada menit ke-52. Namun, peluang yang didapat Stefano Lilipaly dan Taisei Marukawa belum berhasil membobol gawang Malut United.
Malut United mendapatkan hadiah penalti pada menit ke-66. Penalti diberikan setelah Yakob Sayuri dilanggar Wahyu Prasetyo di kotak penalti.
David da Silva maju sebagai eksekutor dan berhasil membobol gawang Sonny Stevens. Malut United unggul 3-0 atas Dewa United.
Dewa United bisa mencetak gol yang memperkecil ketertinggalan menjadi 1-3 pada menit ke-83. Sodoran umpan Marukawa di kotak penalti disambut tendangan terarah Alexis Messidoro yang menggetarkan gawang Malut United.
Malut United berhasil mempertahankan keunggulan 3-1 di sisa waktu pertandingan. Hasil ini jelas mengecewakan buat Dewa United karena membuka musim dengan kekalahan di kandang sendiri.
Dewa United; Sonny Stevens; Wahyu Prasetyo, Nick Kuipers, Cassio Scheid, Edo Febriansah; Egy Maulana, Ricky Kambuaya, Alexis Messidoro, Taisei Marukawa; Alex Martins, Rafael Struick
Malut United: Alan Bernardon; Igor Inocencio, Gustavo Franca, Safrudin Tahar, Yance Sayuri; Vinicius Duarte, Tri Setiawan, Wbeymar Angulo; Yakob Sayuri, Ciro Alves, Tyronne del Pino
";Siapakah eksekutor penalti yang berhasil membobol gawang Dewa United?;David da Silva yang maju sebagai eksekutor penalti.
"Shin Tae Yongberhasil mengantarkan Ulsan HD meraih kemenangan dalam laga debutnya menukangi klub Korea Selatan tersebut.
STY mendampingi tim di bench pemain. Kehadiran mantan pelatih Timnas Indonesia itu langsung memberikan hasil positif buat Ulsan.
Ulsan menang 1-0 atas Jeju SK FC pada pekan ke-25 K-League 1 di Munsu Football Stadium, Sabtu (9/8). Gol kemenangan Ulsan dicetak oleh Gustav Ludwigson pada menit ke-73.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Gol ini sempat dianulir oleh wasit karena dianggap ada pemain Ulsan HD yang berada dalam posisi offside saat bola yang ditendang Ludwigson masuk ke gawang.
Namun, setelah pengecekan Video Assistant Referee (VAR), wasit memutuskan gol Ludwigson sah dan membuat Ulsan unggul 1-0 atas Jeju.
Skor 1-0 ini bisa dipertahankan anak asuh STY hingga laga usai. Ulsan HD pun kembali meraih kemenangan setelah menanti selama 77 hari.



Kemenangan ini menempatkan Ulsan di posisi keenam klasemen dengan 34 poin. Sedangkan Jeju tertahan di posisi kesembilan dengan 29 poin.
STY ditunjuk menukangi Ulsan HD menggantikan posisi Kim Pan Gon yang dilepas karena hasil buruk tim. Di musim lalu, Kim Pan Gon sukses membawa Ulsan juara K-League 1.

[Gambas:Video CNN]
";Siapa yang menggantikan posisi Kim Pan Gon di Ulsan HD?;Shin Tae Yong menggantikan posisi Kim Pan Gon sebagai pelatih Ulsan HD.
"Shin Tae Yongberhasil mengantarkan Ulsan HD meraih kemenangan dalam laga debutnya menukangi klub Korea Selatan tersebut.
STY mendampingi tim di bench pemain. Kehadiran mantan pelatih Timnas Indonesia itu langsung memberikan hasil positif buat Ulsan.
Ulsan menang 1-0 atas Jeju SK FC pada pekan ke-25 K-League 1 di Munsu Football Stadium, Sabtu (9/8). Gol kemenangan Ulsan dicetak oleh Gustav Ludwigson pada menit ke-73.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Gol ini sempat dianulir oleh wasit karena dianggap ada pemain Ulsan HD yang berada dalam posisi offside saat bola yang ditendang Ludwigson masuk ke gawang.
Namun, setelah pengecekan Video Assistant Referee (VAR), wasit memutuskan gol Ludwigson sah dan membuat Ulsan unggul 1-0 atas Jeju.
Skor 1-0 ini bisa dipertahankan anak asuh STY hingga laga usai. Ulsan HD pun kembali meraih kemenangan setelah menanti selama 77 hari.



Kemenangan ini menempatkan Ulsan di posisi keenam klasemen dengan 34 poin. Sedangkan Jeju tertahan di posisi kesembilan dengan 29 poin.
STY ditunjuk menukangi Ulsan HD menggantikan posisi Kim Pan Gon yang dilepas karena hasil buruk tim. Di musim lalu, Kim Pan Gon sukses membawa Ulsan juara K-League 1.

[Gambas:Video CNN]
";Kapan gol kemenangan Ulsan dicetak oleh Gustav Ludwigson?;Gol kemenangan Ulsan dicetak oleh Gustav Ludwigson pada menit ke-73 pertandingan.
"Pemain anyar Rafael Struick dimainkan sebagai starter dalam pertandingan Dewa United vs Malut United pada pekan pertama Super League 2025/2026.
Dewa United akan menjamu Malut United di Banten International Stadium, Sabtu (9/8 malam. Kick off laga ini akan berlangsung pukul 19.00 WIB.
Pelatih Dewa United, Jan Olde Rekering memberikan kepercayaan penuh kepada Struick. Mantan pemain Brisbane Roar itu dimainkan sebagai starter di lini depan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Hal ini membuat Struick akan melakoni debutnya di Super League. Pemain naturalisasi Timnas Indonesia itu akan bekerja sama dengan Alex Martins di lini depan.
Ketajaman Struick akan dinantikan publik di laga ini. Peluangnya untuk mencetak gol juga terbuka karena disokong pemain-pemain berkualitas seperti Egy Maulana, Alexis Messidoro hingga Taisei Marukawa.
Kerja sama Struick dengan para pemain depan Dewa United bakal sangat dinantikan. Apalagi, Dewa United bermain di kandang.
Sementara itu, Malut United menyimpan David da Silva di bangku cadangan. Striker asal Brasil itu bisa diturunkan di babak kedua.
Di lini depan, Malut mengandalkan sosok Ciro Alves. Mantan pemain Persib Bandung itu akan mendapatkan support dari Yakob Sayuri dan Tyronne del Pino.
Dewa United; Sonny Stevens; Wahyu Prasetyo, Nick Kuipers, Cassio Scheid, Edo Febriansah; Egy Maulana, Ricky Kambuaya, Alexis Messidoro, Taisei Marukawa; Alex Martins, Rafael Struick
Malut United: Alan Bernardon; Igor Inocencio, Gustavo Franca, Safrudin Tahar, Yance Sayuri; Vinicius Duarte, Tri Setiawan, Wbeymar Angulo; Yakob Sayuri, Ciro Alves, Tyronne del Pino";Siapakah pemain anyar Dewa United yang dimainkan sebagai starter pada pertandingan melawan Malut United?;Rafael Struick, mantan pemain Brisbane Roar, dimainkan sebagai starter di lini depan oleh Dewa United.
"Pemain anyar Rafael Struick dimainkan sebagai starter dalam pertandingan Dewa United vs Malut United pada pekan pertama Super League 2025/2026.
Dewa United akan menjamu Malut United di Banten International Stadium, Sabtu (9/8 malam. Kick off laga ini akan berlangsung pukul 19.00 WIB.
Pelatih Dewa United, Jan Olde Rekering memberikan kepercayaan penuh kepada Struick. Mantan pemain Brisbane Roar itu dimainkan sebagai starter di lini depan.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Hal ini membuat Struick akan melakoni debutnya di Super League. Pemain naturalisasi Timnas Indonesia itu akan bekerja sama dengan Alex Martins di lini depan.
Ketajaman Struick akan dinantikan publik di laga ini. Peluangnya untuk mencetak gol juga terbuka karena disokong pemain-pemain berkualitas seperti Egy Maulana, Alexis Messidoro hingga Taisei Marukawa.
Kerja sama Struick dengan para pemain depan Dewa United bakal sangat dinantikan. Apalagi, Dewa United bermain di kandang.
Sementara itu, Malut United menyimpan David da Silva di bangku cadangan. Striker asal Brasil itu bisa diturunkan di babak kedua.
Di lini depan, Malut mengandalkan sosok Ciro Alves. Mantan pemain Persib Bandung itu akan mendapatkan support dari Yakob Sayuri dan Tyronne del Pino.
Dewa United; Sonny Stevens; Wahyu Prasetyo, Nick Kuipers, Cassio Scheid, Edo Febriansah; Egy Maulana, Ricky Kambuaya, Alexis Messidoro, Taisei Marukawa; Alex Martins, Rafael Struick
Malut United: Alan Bernardon; Igor Inocencio, Gustavo Franca, Safrudin Tahar, Yance Sayuri; Vinicius Duarte, Tri Setiawan, Wbeymar Angulo; Yakob Sayuri, Ciro Alves, Tyronne del Pino";Di mana pertandingan antara Dewa United dan Malut United akan berlangsung?;Pertandingan tersebut akan berlangsung di Banten International Stadium.
"Timnas Voli Putri Indonesiamenelan kekalahan 0-3 (20-25, 19-25, 20-25) dari Vietnam dalam laga lanjutan SEA V League 2025 leg kedua di Ninh Binh, Sabtu (9/8).
Timnas Voli Putri Indonesia diperkuat Megawati Hangestri Pertiwi di pertandingan ini. Hanya saja, secara keseluruhan, Timnas Putri terlihat kesulitan untuk menandingi kekuatan Vietnam.
Perolehan poin Indonesia dan Vietnam berjalan ketat di awal set pertama hingga skor 9-10. Namun, setelah itu Vietnam yang dimotori Nguyen Thi Bich lebih dominan hingga unggul 21-14 dan menutup set pertama dengan skor 25-20.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Perlawanan yang lebih baik ditunjukkan Indonesia di set kedua. Timnas Voli Putri sempat tertinggal hanya satu poin dalam kedudukan 11-12.
Setelah itu, Vietnam menjauh hingga unggul enam poin dengan skor 20-14. Sejumlah poin yang disumbangkan Megawati membantu Indonesia memperkecil skor menjadi 19-23 walau akhirnya kalah 25-19.




Di set ketiga, Vietnam bisa unggul jauh 17-9. Timnas Voli Putri coba memperkecil skor hingga kedudukan 8-14.
Vietnam tidak tinggal diam untuk menjauhkan keunggulan menjadi 21-15. Vietnam pun tidak lagi terbendung untuk memenangi set ketiga dengan skor 25-20.
Kekalahan ini membuat Timnas Voli Putri Indonesia masih berada di dasar klasemen tanpa poin. Sedangkan buat Vietnam kemenangan ini untuk sementara membawa mereka ke puncak klasemen SEA V League 2025 dengan enam poin.

[Gambas:Video CNN]
";Siapakah pemain kunci dari Timnas Vietnam yang disebutkan dalam berita tersebut?;Nguyen Thi Bich menjadi motor serangan Vietnam hingga meraih kemenangan atas Indonesia.
"Timnas Voli Putri Indonesiamenelan kekalahan 0-3 (20-25, 19-25, 20-25) dari Vietnam dalam laga lanjutan SEA V League 2025 leg kedua di Ninh Binh, Sabtu (9/8).
Timnas Voli Putri Indonesia diperkuat Megawati Hangestri Pertiwi di pertandingan ini. Hanya saja, secara keseluruhan, Timnas Putri terlihat kesulitan untuk menandingi kekuatan Vietnam.
Perolehan poin Indonesia dan Vietnam berjalan ketat di awal set pertama hingga skor 9-10. Namun, setelah itu Vietnam yang dimotori Nguyen Thi Bich lebih dominan hingga unggul 21-14 dan menutup set pertama dengan skor 25-20.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Perlawanan yang lebih baik ditunjukkan Indonesia di set kedua. Timnas Voli Putri sempat tertinggal hanya satu poin dalam kedudukan 11-12.
Setelah itu, Vietnam menjauh hingga unggul enam poin dengan skor 20-14. Sejumlah poin yang disumbangkan Megawati membantu Indonesia memperkecil skor menjadi 19-23 walau akhirnya kalah 25-19.




Di set ketiga, Vietnam bisa unggul jauh 17-9. Timnas Voli Putri coba memperkecil skor hingga kedudukan 8-14.
Vietnam tidak tinggal diam untuk menjauhkan keunggulan menjadi 21-15. Vietnam pun tidak lagi terbendung untuk memenangi set ketiga dengan skor 25-20.
Kekalahan ini membuat Timnas Voli Putri Indonesia masih berada di dasar klasemen tanpa poin. Sedangkan buat Vietnam kemenangan ini untuk sementara membawa mereka ke puncak klasemen SEA V League 2025 dengan enam poin.

[Gambas:Video CNN]
";Bagaimana posisi Timnas Voli Putri Indonesia di klasemen sementara SEA V League 2025 setelah kekalahan ini?;Timnas Indonesia berada di dasar klasemen tanpa poin akibat kekalahan dari Vietnam.
"Timnas Voli Putri Indonesia U-21akan meladeni Puerto Riko dalam laga lanjutan pool A Kejuaraan Dunia Voli U-21 2025. Berikut link live streaming Indonesia U-21 vs Puerto Riko.
Timnas Voli Putri U-21 menatap laga ini dengan kepercayaan diri. Tim asuhan Marcos Sugiyama baru saja memetik kemenangan atas Kanada 3-1.
Permainan tanpa beban saat melibas Kanada akan coba kembali ditampilkan. Harapannya Timnas Voli Putri U-21 bisa mengerahkan kemampuan maksimal.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Laga Indonesia U-21 vs Puerto Riko akan berlangsung di Jawa Pos Arena, Sabtu (9/8) pukul 19.00 WIB. Laga ini bisa disaksikan melalui layanan live streaming di Vidio.
Puerto Riko bukan lawan sembarangan buat Indonesia U-21. Mereka telah sembilan kali tampil di Kejuaraan Dunia U-21.
Meskipun dari segi hasil yang diraih, Puerto Riko terbilang tidak memuaskan. Puerto Riko menempati posisi juru kunci tanpa poin.
Sementara buat Indonesia U-21, kemenangan atas Kanada menjadi modal penting. Indonesia mengoleksi tiga poin dari dua pertandingan sekaligus menjaga asa bersaing untuk lolos dari pool A.



Puncak klasemen saat ini ditempati Argentina. Vietnam membuntuti di posisi kedua lalu Serbia di peringkat ketiga.
Indonesia vs Vietnam/ SEA V League 2025/ Sabtu (9/8) pukul 15.00 WIB/ Vidio

[Gambas:Video CNN]

";Di mana laga antara Indonesia U-21 dan Puerto Riko akan diselenggarakan?;Laga tersebut akan berlangsung di Jawa Pos Arena pada hari Sabtu (9/8) pukul 19.00 WIB.
"Timnas Voli Putri Indonesia U-21akan meladeni Puerto Riko dalam laga lanjutan pool A Kejuaraan Dunia Voli U-21 2025. Berikut link live streaming Indonesia U-21 vs Puerto Riko.
Timnas Voli Putri U-21 menatap laga ini dengan kepercayaan diri. Tim asuhan Marcos Sugiyama baru saja memetik kemenangan atas Kanada 3-1.
Permainan tanpa beban saat melibas Kanada akan coba kembali ditampilkan. Harapannya Timnas Voli Putri U-21 bisa mengerahkan kemampuan maksimal.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

Laga Indonesia U-21 vs Puerto Riko akan berlangsung di Jawa Pos Arena, Sabtu (9/8) pukul 19.00 WIB. Laga ini bisa disaksikan melalui layanan live streaming di Vidio.
Puerto Riko bukan lawan sembarangan buat Indonesia U-21. Mereka telah sembilan kali tampil di Kejuaraan Dunia U-21.
Meskipun dari segi hasil yang diraih, Puerto Riko terbilang tidak memuaskan. Puerto Riko menempati posisi juru kunci tanpa poin.
Sementara buat Indonesia U-21, kemenangan atas Kanada menjadi modal penting. Indonesia mengoleksi tiga poin dari dua pertandingan sekaligus menjaga asa bersaing untuk lolos dari pool A.



Puncak klasemen saat ini ditempati Argentina. Vietnam membuntuti di posisi kedua lalu Serbia di peringkat ketiga.
Indonesia vs Vietnam/ SEA V League 2025/ Sabtu (9/8) pukul 15.00 WIB/ Vidio

[Gambas:Video CNN]

";Berapa poin yang berhasil dikoleksi Indonesia U-21 dari dua pertandingan sejauh ini?;Indonesia U-21 berhasil mengoleksi tiga poin dari dua pertandingan yang telah dijalani.
"Persib Bandung meraih kemenangan 2-0 atas Semen Padang pada pekan pertama Super League 2025/2026 di Stadion Gelora Bandung Lautan Api, Sabtu (9/8).
Persib menguasai permainan di babak pertama. Tim Maung Bandung menciptakan sejumlah peluang untuk membobol gawang Semen Padang.
Pemain anyar Persib, Berguinho menebar ancaman ke gawang Semen Padang pada menit ke-21. Mantan pemain Borneo FC itu melepaskan tembakan terarah yang bisa digagalkan Arthur Augusto.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Augusto kembali membuat penyelamatan pada menit ke-27. Ia dengan tenang mengagalkan tendangan bebas keras ke arah gawang yang dilepaskan Berguinho.
Striker Uilliam Barros bisa membuka keunggulan Persib pada menit ke-40. Bola muntah tembakan Marc Klok yang bergerak liar setelah mengenai pemain belakang Semen Padang dengan tenang dieksekusi Uillan untuk mengubah skor jadi 1-0 untuk keunggulan Persib.
Di babak kedua, kendali permainan masih dipegang oleh Persib. Tuan rumah tampak nyaman mengkreasi serangan meski belum begitu memikat dalam penyelesaian akhir.
Sedangkan Semen Padang begitu kesulitan untuk bisa memberikan tekanan. Hal ini membuat striker tim Kabau Sirah, Cornelius Stewart minim dalam memberikan ancaman.
Bek kiri Persib, Frans Putros coba menebar ancaman pada menit ke-74. Namun, tembakannya masih belum menemui sasaran.
Upaya yang dilakukan Persib baru membuahkan hasil pada menit ke-89. Tendangan mendatar yang dilepaskan Febri Haryadi sedikit dari luar kotak penalti mengarah ke sudut kiri gawang Semen Padang sekaligus mengubah skor menjadi 2-0.";Kapan pertandingan antara Persib Bandung dan Semen Padang berlangsung?;Pertandingan berlangsung pada Sabtu (9/8) di Stadion Gelora Bandung Lautan Api.
"Persib Bandung meraih kemenangan 2-0 atas Semen Padang pada pekan pertama Super League 2025/2026 di Stadion Gelora Bandung Lautan Api, Sabtu (9/8).
Persib menguasai permainan di babak pertama. Tim Maung Bandung menciptakan sejumlah peluang untuk membobol gawang Semen Padang.
Pemain anyar Persib, Berguinho menebar ancaman ke gawang Semen Padang pada menit ke-21. Mantan pemain Borneo FC itu melepaskan tembakan terarah yang bisa digagalkan Arthur Augusto.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT
Augusto kembali membuat penyelamatan pada menit ke-27. Ia dengan tenang mengagalkan tendangan bebas keras ke arah gawang yang dilepaskan Berguinho.
Striker Uilliam Barros bisa membuka keunggulan Persib pada menit ke-40. Bola muntah tembakan Marc Klok yang bergerak liar setelah mengenai pemain belakang Semen Padang dengan tenang dieksekusi Uillan untuk mengubah skor jadi 1-0 untuk keunggulan Persib.
Di babak kedua, kendali permainan masih dipegang oleh Persib. Tuan rumah tampak nyaman mengkreasi serangan meski belum begitu memikat dalam penyelesaian akhir.
Sedangkan Semen Padang begitu kesulitan untuk bisa memberikan tekanan. Hal ini membuat striker tim Kabau Sirah, Cornelius Stewart minim dalam memberikan ancaman.
Bek kiri Persib, Frans Putros coba menebar ancaman pada menit ke-74. Namun, tembakannya masih belum menemui sasaran.
Upaya yang dilakukan Persib baru membuahkan hasil pada menit ke-89. Tendangan mendatar yang dilepaskan Febri Haryadi sedikit dari luar kotak penalti mengarah ke sudut kiri gawang Semen Padang sekaligus mengubah skor menjadi 2-0.";Siapa pemain anyar Persib yang menebar ancaman di babak pertama?;Berguinho, mantan pemain Borneo FC, menebar ancaman ke gawang Semen Padang.
"Manchester Unitedresmi mengumumkan perekrutanBenjamin Seskodari RB Leipzig jelang bergulirnya musim baru.
Pengumuman bergabungnya Sesko diumumkan MU pada Sabtu (9/8) sore WIB. Sesko menjadi rekrutan anyar MU setelah memboyong Bryan Mbeumo dan Matheus Cunha.
Sesko teken kontrak selama lima tahun di MU. Striker asal Slovenia itu terikat kontrak dengan MU hingga Juni 2030.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Manchester United dengan bangga mengonfirmasi bahwa Benjamin Sesko telah bergabung dengan tim. Pemain Slovenia itu telah menandatangani kontrak hingga Juni 2030,"" bunyi pernyataan resmi klub.

[Gambas:Twitter]

Meski sebelumnya diincar oleh beberapa klub besar, termasuk Newcastle, Sesko lebih memilih untuk melanjutkan kariernya di Premier League bersama Manchester United.
Pada musim lalu, Sesko mencatatkan 21 gol dari 45 penampilan bersama RB Leipzig, memperlihatkan kualitasnya sebagai striker muda berbakat yang memiliki potensi besar.
Kepindahan ini juga semakin memperkuat lini serang United setelah sebelumnya mereka juga merekrut Matheus Cunha dan Bryan Mbeumo pada bursa transfer musim panas ini.

[Gambas:Video CNN]
";Kapan Manchester United secara resmi mengumumkan perekrutan Benjamin Sesko?;Manchester United mengumumkan perekrutan Benjamin Sesko pada Sabtu (9/8) sore WIB.
"Manchester Unitedresmi mengumumkan perekrutanBenjamin Seskodari RB Leipzig jelang bergulirnya musim baru.
Pengumuman bergabungnya Sesko diumumkan MU pada Sabtu (9/8) sore WIB. Sesko menjadi rekrutan anyar MU setelah memboyong Bryan Mbeumo dan Matheus Cunha.
Sesko teken kontrak selama lima tahun di MU. Striker asal Slovenia itu terikat kontrak dengan MU hingga Juni 2030.
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Manchester United dengan bangga mengonfirmasi bahwa Benjamin Sesko telah bergabung dengan tim. Pemain Slovenia itu telah menandatangani kontrak hingga Juni 2030,"" bunyi pernyataan resmi klub.

[Gambas:Twitter]

Meski sebelumnya diincar oleh beberapa klub besar, termasuk Newcastle, Sesko lebih memilih untuk melanjutkan kariernya di Premier League bersama Manchester United.
Pada musim lalu, Sesko mencatatkan 21 gol dari 45 penampilan bersama RB Leipzig, memperlihatkan kualitasnya sebagai striker muda berbakat yang memiliki potensi besar.
Kepindahan ini juga semakin memperkuat lini serang United setelah sebelumnya mereka juga merekrut Matheus Cunha dan Bryan Mbeumo pada bursa transfer musim panas ini.

[Gambas:Video CNN]
";Berapa lama durasi kontrak Benjamin Sesko bersama Manchester United?;Sesko terikat kontrak dengan Manchester United selama lima tahun, hingga Juni 2030.
"Manchester Citymendapatkan kabar buruk karena pemain andalan mereka di lini tengah, Rodri kembali mengalami cedera.
Dilansir dariStandard, Rodri menderita cedera saat tampil di Piala Dunia Antarklub 2025. Cedera ini akan membuat Rodri absen hingga pertengahan September.
Hal ini tentu jadi kabar tidak mengenakan buat Man City karena harus kehilangan Rodri. Gelandang asal Spanyol itu absen hampir sepanjang musim lalu karena mengalami cedera anterior cruciate ligament (ACL).
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT

""Kondisi Rodri terus membaik tetapi dia mendapatkan cedera di pertandingan terakhir melawan Al Hilal [di Piala Dunia Antarklub],"" ujar pelatih Man City, Pep Guardiola.
""Dia telah berlatih dengan lebih baik dalam beberapa hari terakhir. Semoga setelah jeda internasional dia sudah benar-benar fit.""
Guardiola mengaku tidak ingin Rodri kembali cedera. Oleh karena itu, pelatih asal Spanyol itu memastikan akan berupaya keras agar bintang The Citizens itu tak lagi masuk ruang perawatan ke depan.



""Terpenting dia tidak kesakitan karena kami tidak ingin Rodri kembali cedera. Kami berusaha keras untuk menghindari hal itu. Dia sudah berlatih di dua sesi terakhir bersama kami dan itu bagus,"" kata Guardiola.
Cedera ini membuat Rodri bergabung dengan Phil Foden, Josko Gvardiol, dan Claudio Echeverri yang berupaya pulih dari cedera. Man City akan memulai musim ini dengan menghadapi Wolverhampton Wanderers pada laga pembuka Liga Inggris, 16 Agustus mendatang.

[Gambas:Video CNN]
";Kapan Rodri mengalami cedera yang membuatnya absen hingga pertengahan September?;Rodri mengalami cedera saat Manchester City melawan Al Hilal di Piala Dunia Antarklub 2025.
